epi_year_week,date,day,iso_week,epi_week,epi_year,date.1,day_off,break_day,holiday,day_off_sat,day_off_sun
2007-34,26.08.07,7.0,34.0,34.0,2007.0,2007-08-26,1.0,1.0,0.0,0.0,1.0
2007-35,27.08.07,1.0,35.0,35.0,2007.0,2007-08-27,0.0,1.0,0.0,0.0,0.0
2007-35,28.08.07,2.0,35.0,35.0,2007.0,2007-08-28,0.0,1.0,0.0,0.0,0.0
2007-35,29.08.07,3.0,35.0,35.0,2007.0,2007-08-29,0.0,1.0,0.0,0.0,0.0
2007-35,30.08.07,4.0,35.0,35.0,2007.0,2007-08-30,0.0,1.0,0.0,0.0,0.0
2007-35,31.08.07,5.0,35.0,35.0,2007.0,2007-08-31,0.0,1.0,0.0,0.0,0.0
2007-35,01.09.07,6.0,35.0,35.0,2007.0,2007-09-01,1.0,0.0,0.0,1.0,0.0
2007-35,02.09.07,7.0,35.0,35.0,2007.0,2007-09-02,1.0,0.0,0.0,0.0,1.0
2007-36,03.09.07,1.0,36.0,36.0,2007.0,2007-09-03,0.0,0.0,0.0,0.0,0.0
2007-36,04.09.07,2.0,36.0,36.0,2007.0,2007-09-04,0.0,0.0,0.0,0.0,0.0
2007-36,05.09.07,3.0,36.0,36.0,2007.0,2007-09-05,0.0,0.0,0.0,0.0,0.0
2007-36,06.09.07,4.0,36.0,36.0,2007.0,2007-09-06,0.0,0.0,0.0,0.0,0.0
2007-36,07.09.07,5.0,36.0,36.0,2007.0,2007-09-07,0.0,0.0,0.0,0.0,0.0
